asr_iou,client_id,eta_approx,method,post_clean_accuracy,predicted_labels,scenario,scores,true_labels
1.0,9,5.4092665609729345,federaser,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,2,5.7106564295798865,rapid_retrain,0.972,[0],sample,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,4,2.4865539450512584,rapid_retrain,0.965,[0],sample,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,5,2.928694333547562,rapid_retrain,0.964,[0],sample,"[0.49999937415122986, 0.0002210569946328178, 0.05143815651535988, 0.00010802837641676888, 3.277785435784608e-05, 0.007082272320985794, 0.0010299398563802242, 0.006714143790304661, 0.06251002103090286, 0.37086430191993713]",[0]
1.0,8,1.7518860036090331,rapid_retrain,0.936,[0],sample,"[0.49999988079071045, 2.363005478400737e-05, 0.04879780858755112, 3.531408219714649e-05, 7.1737464168109e-05, 0.0006956894067116082, 0.0006245159893296659, 7.02858014847152e-05, 0.11018942296504974, 0.3394917845726013]",[0]
1.0,7,8.214285787559263,rapid_retrain,0.972,[0],sample,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,6,3.8337394040296298,rapid_retrain,0.971,[0],sample,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,4,2.405181229650818,rapid_retrain,0.965,[0],sample,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,9,4.474973484117945,rapid_retrain,0.969,[0],sample,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,9,3.8626776744597335,rapid_retrain,0.969,[0],sample,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,9,5.376301331691379,rapid_retrain,0.969,[0],sample,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,0,8.880681569752783,rapid_retrain,0.972,[0],sample,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,6,8.582470836905918,rapid_retrain,0.971,[0],sample,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,5,2.068552284369925,rapid_retrain,0.964,[0],sample,"[0.49999937415122986, 0.0002210569946328178, 0.05143815651535988, 0.00010802837641676888, 3.277785435784608e-05, 0.007082272320985794, 0.0010299398563802242, 0.006714143790304661, 0.06251002103090286, 0.37086430191993713]",[0]
1.0,9,3.3257189980396826,rapid_retrain,0.969,[0],sample,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,5,2.1332267707889456,rapid_retrain,0.964,[0],sample,"[0.49999937415122986, 0.0002210569946328178, 0.05143815651535988, 0.00010802837641676888, 3.277785435784608e-05, 0.007082272320985794, 0.0010299398563802242, 0.006714143790304661, 0.06251002103090286, 0.37086430191993713]",[0]
1.0,7,8.17219818485816,rapid_retrain,0.972,[0],sample,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,4,1.689636750908049,rapid_retrain,0.965,[0],sample,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,0,8.339385579415111,rapid_retrain,0.972,[0],sample,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,0,9.580488355129097,rapid_retrain,0.972,[0],sample,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,2,7.185441677127895,rapid_retrain,0.972,[0],sample,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,2,5.571576832044834,rapid_retrain,0.972,[0],sample,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,4,2.787626024664915,rapid_retrain,0.965,[0],sample,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,7,6.025212348001986,rapid_retrain,0.972,[0],sample,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,6,9.366242496544332,rapid_retrain,0.971,[0],sample,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,0,9.762458266312152,rapid_retrain,0.972,[0],sample,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,3,2.0497731702571094,rapid_retrain,0.963,[0],sample,"[0.5000000596046448, 0.0698833242058754, 0.016858618706464767, 7.441380876116455e-05, 0.0008256318978965282, 0.003077625297009945, 0.047365933656692505, 0.00010910927085205913, 0.15558212995529175, 0.20622317492961884]",[0]
1.0,3,2.295039821073166,rapid_retrain,0.963,[0],sample,"[0.5000000596046448, 0.0698833242058754, 0.016858618706464767, 7.441380876116455e-05, 0.0008256318978965282, 0.003077625297009945, 0.047365933656692505, 0.00010910927085205913, 0.15558212995529175, 0.20622317492961884]",[0]
1.0,7,6.571607888595222,rapid_retrain,0.972,[0],sample,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,4,2.200594384920257,rapid_retrain,0.965,[0],sample,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,9,5.177227750986251,rapid_retrain,0.969,[0],sample,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,0,3.4236121144842997,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,0,4.060665810772948,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,3,4.879226462086294,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,2.7939506139986996,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,7,3.1683852629872598,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,8,5.196407053795012,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,7,4.444130168491645,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,2.0214613235551586,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,4,5.976071896721537,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,3.6124463101907334,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,7,3.117944107877533,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,4,4.116592359596805,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,7,2.9774448548632138,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,2,2.366831112298914,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,3,5.7370264453726465,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,5,4.883745293295525,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,2.3920416530566064,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,0,3.497057987456525,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,9,3.6103355528083645,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,4,3.772522620146963,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,5,3.997081375081314,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,2,3.263152891247328,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,0,5.062999082042149,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,3.0162081017779685,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,4,4.688151598754866,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,6,1.526874092526304,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,7,4.387925998070574,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,4,5.342824608416526,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,3.818106344173094,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,1,3.8807155061773777,rapid_retrain,0.969,[0],class,"[0.4999998211860657, 0.013586850836873055, 0.046755556017160416, 5.1924012950621545e-05, 0.005944571923464537, 0.003535100957378745, 0.05792412534356117, 0.0020494619384407997, 0.16254094243049622, 0.20761162042617798]",[0]
1.0,5,2.5367216782393336,rapid_retrain,0.964,[0],client,"[0.49999937415122986, 0.0002210569946328178, 0.05143815651535988, 0.00010802837641676888, 3.277785435784608e-05, 0.007082272320985794, 0.0010299398563802242, 0.006714143790304661, 0.06251002103090286, 0.37086430191993713]",[0]
1.0,1,5.119481993966198,rapid_retrain,0.972,[0],client,"[0.5000017881393433, 0.00014856437337584794, 0.053657401353120804, 1.1373366760381032e-05, 0.00028079835465177894, 0.03199627995491028, 0.007352103013545275, 0.0005641414900310338, 0.29126036167144775, 0.11472726613283157]",[0]
1.0,0,11.41491064968132,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,0,14.143446116345014,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,6,7.132297461629625,rapid_retrain,0.971,[0],client,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,1,10.18552428455577,rapid_retrain,0.972,[0],client,"[0.5000017881393433, 0.00014856437337584794, 0.053657401353120804, 1.1373366760381032e-05, 0.00028079835465177894, 0.03199627995491028, 0.007352103013545275, 0.0005641414900310338, 0.29126036167144775, 0.11472726613283157]",[0]
1.0,8,1.364183677288762,rapid_retrain,0.936,[0],client,"[0.49999988079071045, 2.363005478400737e-05, 0.04879780858755112, 3.531408219714649e-05, 7.1737464168109e-05, 0.0006956894067116082, 0.0006245159893296659, 7.02858014847152e-05, 0.11018942296504974, 0.3394917845726013]",[0]
1.0,2,7.108846412110555,rapid_retrain,0.972,[0],client,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,9,4.439145535882761,rapid_retrain,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,2,6.822859786382239,rapid_retrain,0.972,[0],client,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,7,9.059159903017104,rapid_retrain,0.972,[0],client,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,7,4.967806500148599,rapid_retrain,0.972,[0],client,"[0.5000016093254089, 0.00022215551871340722, 0.268001526594162, 6.362935528159142e-05, 0.009478256106376648, 0.0003017630660906434, 0.1377197951078415, 0.0007772167446091771, 0.05617418885231018, 0.027259917929768562]",[0]
1.0,9,4.571649125563839,rapid_retrain,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,0,9.453408528973556,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,9,5.9567581590859895,rapid_retrain,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,0,7.667322279445563,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,2,6.233199668966821,rapid_retrain,0.972,[0],client,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,9,3.964391858268709,rapid_retrain,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,0,6.054409817514584,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,0,9.128461064754543,rapid_retrain,0.972,[0],client,"[0.500001847743988, 0.00010512736480450258, 0.07557325810194016, 5.364095159166027e-07, 0.00011661388271022588, 0.0008924207650125027, 0.012152301147580147, 0.00011841358355013654, 0.2837132215499878, 0.12732629477977753]",[0]
1.0,3,2.1962337764428668,rapid_retrain,0.963,[0],client,"[0.5000000596046448, 0.0698833242058754, 0.016858618706464767, 7.441380876116455e-05, 0.0008256318978965282, 0.003077625297009945, 0.047365933656692505, 0.00010910927085205913, 0.15558212995529175, 0.20622317492961884]",[0]
1.0,6,9.458997834481929,rapid_retrain,0.971,[0],client,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,6,8.730904833267179,rapid_retrain,0.971,[0],client,"[0.4999983012676239, 0.003734293859452009, 0.03222592920064926, 0.00010157572978641838, 0.001969875767827034, 0.005526405293494463, 0.07389885187149048, 0.00022459024330601096, 0.023571282625198364, 0.35874900221824646]",[0]
1.0,2,8.027370199046997,rapid_retrain,0.972,[0],client,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
1.0,4,2.572733617851217,rapid_retrain,0.965,[0],client,"[0.5000000596046448, 2.9784790967823938e-05, 0.006809634622186422, 4.341416934039444e-05, 0.0036882192362099886, 0.0035569206811487675, 0.18921001255512238, 0.00015918801364023238, 0.23604604601860046, 0.06045672670006752]",[0]
1.0,5,2.509497432927271,rapid_retrain,0.964,[0],client,"[0.49999937415122986, 0.0002210569946328178, 0.05143815651535988, 0.00010802837641676888, 3.277785435784608e-05, 0.007082272320985794, 0.0010299398563802242, 0.006714143790304661, 0.06251002103090286, 0.37086430191993713]",[0]
1.0,9,5.001878626516204,rapid_retrain,0.969,[0],client,"[0.4999992847442627, 0.00017414426838513464, 0.0651349350810051, 1.8994925994775258e-05, 0.07012689858675003, 0.0030363784171640873, 0.09283259510993958, 0.015387626364827156, 0.182174414396286, 0.0711146742105484]",[0]
1.0,2,4.67844816924543,rapid_retrain,0.972,[0],client,"[0.4999980628490448, 0.030424676835536957, 0.012572563253343105, 1.9457391317700967e-05, 1.123868059949018e-05, 0.00436022924259305, 0.0009438294218853116, 0.0022165284026414156, 0.36848995089530945, 0.08096349984407425]",[0]
